link
""
#mw-head
#p-search
/wiki/Portal:Contents/Portals
/wiki/Portal:Contents/Portals#Culture_and_the_arts
/wiki/Portal:Contents/Portals#Geography_and_places
/wiki/Portal:Contents/Portals#Health_and_fitness
/wiki/Portal:Contents/Portals#History_and_events
/wiki/Portal:Contents/Portals#Mathematics_and_logic
/wiki/Portal:Contents/Portals#Natural_and_physical_sciences
/wiki/Portal:Contents/Portals#People_and_self
/wiki/Portal:Contents/Portals#Philosophy_and_thinking
/wiki/Portal:Contents/Portals#Religion_and_belief_systems
/wiki/Portal:Contents/Portals#Society_and_social_sciences
/wiki/Portal:Contents/Portals#Technology_and_applied_sciences
/wiki/Wikipedia:Shortcut
//en.wikipedia.org/w/index.php?title=P:CS&redirect=no
/wiki/List_of_academic_disciplines
/wiki/Portal:Computer_networking
/wiki/Portal:Computer_security
/wiki/Portal:Information_technology
/wiki/Portal:Contents/Portals#Technology_and_applied_sciences
//en.wikipedia.org/w/index.php?title=Portal:Computer_science/Intro&action=edit
/wiki/File:Desktop_computer_clipart_-_Yellow_theme.svg
/wiki/Computer_science
/wiki/Information
/wiki/Computation
/wiki/Computer_system
/wiki/Diversity_of_computer_science
/wiki/Computer_graphics
/wiki/Computational_complexity_theory
/wiki/Computational_problems
/wiki/Programming_language_theory
/wiki/Computer_programming
/wiki/Programming_languages
/wiki/Computer_science
//en.wikipedia.org/w/index.php?title=Portal:Computer_science&action=purge
//en.wikipedia.org/w/index.php?title=Portal:Computer_science/Selected_quote&action=edit
/wiki/Edsger_W._Dijkstra
http://www.cs.utexas.edu/~EWD/transcriptions/EWD06xx/EWD603.html
/w/index.php?title=Portal:Computer_science/Selected_quote&action=edit&redlink=1
//en.wikipedia.org/w/index.php?title=Portal:Computer_science/Featured_article/4&action=edit
/wiki/File:Blue-punch-card-front-horiz.png
/wiki/Paperboard
/wiki/Digital_data
/wiki/Obsolete
/wiki/Recording_medium
/wiki/Loom
/wiki/Fairground_organ
/wiki/Unit_record_equipment
/wiki/Computer_storage
/wiki/Digital_computer
/wiki/Keypunch
/wiki/Computer_program
/wiki/Data_(computing)
/wiki/Voting_machine
/wiki/Portal:Computer_science/Featured_article
/wiki/Punched_card
//en.wikipedia.org/w/index.php?title=Portal:Computer_science/Selected_picture&action=edit
/wiki/File:Internet_map_1024.jpg
http://www.opte.org/maps/
//tools.ietf.org/html/rfc1918
/wiki/Portal:Computer_science/Selected_picture
/wiki/Internet
//en.wikipedia.org/w/index.php?title=Portal:Computer_science/Categories&action=edit
/wiki/Category:Computer_science
/wiki/Category:Areas_of_computer_science
/wiki/Category:Computer_science_by_country
/wiki/Category:Computer_scientists
/wiki/Category:Computer_science_by_year
/wiki/Category:Computer_science_awards
/wiki/Category:Computational_fields_of_study
/wiki/Category:Computational_geometry
/wiki/Category:Computer_science_conferences
/wiki/Category:Computer_science_education
/wiki/Category:History_of_computer_science
/wiki/Category:Computer_science_literature
/wiki/Category:Computer_science_organizations
/wiki/Category:Philosophy_of_computer_science
/wiki/Category:Software
/wiki/Category:Unsolved_problems_in_computer_science
/wiki/Category:Wikipedia_books_on_computer_science
/wiki/Category:Computer_science_stubs
//en.wikipedia.org/w/index.php?title=Portal:Computer_science/WikiProjects&action=edit
/wiki/Wikipedia:WikiProject_Computer_science
/wiki/Wikipedia:WikiProject_C%2B%2B
/wiki/Wikipedia:WikiProject_Computational_biology
/wiki/Wikipedia:WikiProject_Computer_Vision
/wiki/Wikipedia:WikiProject_Computing
/wiki/Wikipedia:WikiProject_Cryptography
/wiki/Wikipedia:WikiProject_Databases
/wiki/Wikipedia:WikiProject_Java
/wiki/Wikipedia:WikiProject_Logic
/wiki/Wikipedia:WikiProject_Mathematics
/wiki/Wikipedia:WikiProject_Software
//en.wikipedia.org/w/index.php?title=Portal:Computer_science/Selected_person&action=edit
/wiki/File:Vint_Cerf_-_2010.jpg
/wiki/Turing_Award
/wiki/Portal:Computer_science/Selected_person
/wiki/Vint_Cerf
//en.wikipedia.org/w/index.php?title=Portal:Computer_science/Related_portals&action=edit
/wiki/File:Animation2.gif
/wiki/Portal:Artificial_intelligence
/wiki/File:5-cell.gif
/wiki/Portal:Computer_graphics
/wiki/File:8bit-dynamiclist_(reversed).gif
/wiki/Portal:Computer_programming
/wiki/File:Monitor_padlock.svg
/wiki/Portal:Computer_security
/wiki/File:Crypto_key.svg
/wiki/Portal:Cryptography
/wiki/File:Free_and_open-source_software_logo_(2009).svg
/wiki/Portal:Free_software
/wiki/File:Desktop_computer_clipart_-_Yellow_theme.svg
/wiki/Portal:Information_technology
/wiki/File:Duke_(Java_mascot)_waving.svg
/wiki/Portal:Java
/wiki/File:NewTux.svg
/wiki/Portal:Linux
/wiki/File:Boingball.png
/wiki/Portal:Amiga
/wiki/File:Portal-puzzle.svg
/wiki/Portal:Machine_learning
/wiki/File:Portal-puzzle.svg
/wiki/Portal:Python_programming
/wiki/File:Crystal_Clear_device_cdrom_unmount.png
/wiki/Portal:Software
/wiki/File:Nuvola_apps_kcmsystem.svg
/wiki/Portal:Engineering
/wiki/File:Nuvola_apps_kalzium.svg
/wiki/Portal:Science
//en.wikipedia.org/w/index.php?title=Portal:Computer_science/Things_you_can_do&action=edit
/wiki/File:Nuvola_apps_korganizer.svg
/wiki/Wikipedia:Community_portal/Opentask
/wiki/Wikipedia:Requested_articles
